,Hospital Name,State,District,Contact Details,Total Beds Available,Latitude,Longitude
292,"Desai Hospital, Bhosari",Maharastra,Pune,8669665293,48,18.5506,73.94342
293,"Lokmanya Hospital, Chinchwad",Maharastra,Pune,9881985453,109,18.63615,73.78913
294,Aditya Birla Memorial Hospital - DCH,Maharastra,Pune,9881123008,265,18.5506,73.94342
295,"Aarya Hospital, Moshi",Maharastra,Pune,9834974688,15,18.5506,73.94342
296,"Aditya Hospital, Pimple Gurav",Maharastra,Pune,9075471913,12,18.5506,73.94342
297,"Aegis Multispeciality Hospital, Akurdi",Maharastra,Pune,9175277825,20,18.5506,73.94342
298,AJS City Hospital Thergaon,Maharastra,Pune,8308081314,30,18.60927,73.77294
299,"Anand Multispeciality, Bhosari",Maharastra,Pune,9011023332,30,18.50435,73.85029
300,"Ankur Hospital, Thergaon",Maharastra,Pune,8149733771,25,18.5506,73.94342
301,"Apeksha Hospital, Charholi",Maharastra,Pune,9860595667,6,18.5506,73.94342
302,"Apex Hospital, Kalewadi",Maharastra,Pune,9588692217,30,18.5506,73.94342
303,Apple Hospital Pimple Nilakh,Maharastra,Pune,8888568777,25,18.56452,73.78746
304,"Apple Multispeciality Hospital, Chikhali",Maharastra,Pune,9767589578,15,18.5506,73.94342
305,"Ashraya Hospital, Wakad",Maharastra,Pune,9860361640,35,18.5506,73.94342
306,"Ayush Hospital, Neharunagar",Maharastra,Pune,9922736052,50,18.5506,73.94342
307,"Ayushri Hospital, Pimpri",Maharastra,Pune,9923231681,26,18.5506,73.94342
308,"Bharti Hospital, Pimple Saudagar",Maharastra,Pune,9975051075,15,18.5506,73.94342
309,Birasaheb Rupnar Memorial Hospital Bhosari,Maharastra,Pune,9860799714,32,18.5506,73.94342
310,"Brahmhachaitanya Super Sp Hospital, Chinchwad",Maharastra,Pune,9922553333,14,18.5506,73.94342
311,"Care Lifeline Hospitals, Thergaon",Maharastra,Pune,7030800300,18,18.58186,73.98885
312,"Chaudhari Hopsital, Chikhali",Maharastra,Pune,8237770911,23,18.51502,73.85104
313,"Chavan Hospital, Pimpri",Maharastra,Pune,9552594775,15,18.5506,73.94342
314,"Chest and General Hospital, Indrayani Nagar, Bhosari",Maharastra,Pune,9850172762,26,18.5506,73.94342
315,"Chetna Hospital, MIDC Chinchwad",Maharastra,Pune,8554990324,34,18.5506,73.94342
316,"Citi Care Hospital, Pimpri",Maharastra,Pune,9834399385,30,18.5506,73.94342
317,"Crystal Hospital, Thergaon",Maharastra,Pune,8483088516,19,18.5506,73.94342
318,"D.Y. Patil Ayurved Hospital, Pimpri",Maharastra,Pune,7796663366,272,18.5506,73.94342
319,"Dhanvantari Hospital, Chikhali",Maharastra,Pune,8485818004,23,18.5506,73.94342
320,"Dhanwantari MSH, Nigdi",Maharastra,Pune,9595756763,24,,
321,"Divine Superspeciality Hospital, Morwadi",Maharastra,Pune,9284971406,30,,
322,Gaikwad Diabetes Centre,Maharastra,Pune,9421806795,21,18.45504,73.91246
323,"Ganadhish Hospital, Chinchwad",Maharastra,Pune,9823089264,30,18.5506,73.94342
324,"Gangotri Hospital, Dighi",Maharastra,Pune,9850612005,15,18.5506,73.94342
325,"Ghadage Hospital, Krishna Nagar, Mhetrewasti",Maharastra,Pune,9422546848,0,18.5506,73.94342
326,"Global Hospital, Wakad",Maharastra,Pune,9890669565,35,18.5506,73.94342
327,"Global Multispeciality Hospital, Dighi",Maharastra,Pune,7796696655,15,18.5506,73.94342
328,"Golden Care Hosp,Wakad",Maharastra,Pune,9881268787,39,18.45702,73.82445
329,"Gunjkar Multispeciality Hospital, Chikhali",Maharastra,Pune,9422879755,129,18.5506,73.94342
330,"Health Care Hospital, Chikhali",Maharastra,Pune,9665512395,17,18.5506,73.94342
331,"Helios Bharti Hospital, Kalewadi",Maharastra,Pune,9075513707,11,18.5506,73.94342
332,"Jadhav Hospital, Kalewadi",Maharastra,Pune,9960688789,14,,
333,"Jaihind Hospital, Bhosari",Maharastra,Pune,8788218882,18,,
334,Jeevan Hospital Moshi,Maharastra,Pune,9325780107,15,18.5506,73.94342
335,"Jeevan Jyoti Hospital, Kalewadi",Maharastra,Pune,8237026263,42,18.5506,73.94342
336,"Kamthe Hospital, Dighi",Maharastra,Pune,9834959803,15,18.5506,73.94342
337,"Life Care Hospital, Chikhali",Maharastra,Pune,9503189884,28,18.5506,73.94342
338,"Life Care Multispeciality Hospital, Punawale",Maharastra,Pune,9527765554,24,,
339,"Lifeline Hospital, Bhosari",Maharastra,Pune,9822420615,29,18.5506,73.94342
340,"Lifepoint Hospital, Wakad",Maharastra,Pune,7447445727,48,18.5506,73.94342
341,"Lokmanya Hospital, Nigdi",Maharastra,Pune,9850072473,67,18.63615,73.78913
342,Lotus Multispeciality Hospital Pimple Saudagar,Maharastra,Pune,9823123005,40,18.59897,73.79524
343,"Lunkad Hospital, Dapodi",Maharastra,Pune,9922441225,10,18.5506,73.94342
344,"Makan Surgical Maternity and Accident Hospital, Old Sangvi",Maharastra,Pune,2027281175,43,18.5506,73.94342
345,"Mangalmurti Multispeciality Hospital, Ravet",Maharastra,Pune,9021279938,30,,
346,"Mankikar Hospital, Bhsoari",Maharastra,Pune,2027120049,14,18.5506,73.94342
347,"Mauli Hospital, Talawade",Maharastra,Pune,9172027447,25,18.5506,73.94342
348,"Max Neuro Hospital, Kasarwadi",Maharastra,Pune,8390906080,50,18.5506,73.94342
349,"Maxcare Hospital, Pimple Saudagar",Maharastra,Pune,9604536380,14,18.5506,73.94342
350,"Medilife Hospital, Kalewadi",Maharastra,Pune,9552530201,26,18.5506,73.94342
351,"Metro Hospital, Rahatani",Maharastra,Pune,7722019193,40,18.5506,73.94342
352,"Moon MultispecialityÂ Hospital, Chikhali",Maharastra,Pune,9561044751,38,18.5506,73.94342
353,"Moraya Hospital, Chinchwadgaon",Maharastra,Pune,9890645648,30,18.5506,73.94342
354,"Nandedkar Multispeciality Hospital, Thergaon",Maharastra,Pune,9960889451,20,18.5506,73.94342
355,"New Life Child Hospital, Kalewadi",Maharastra,Pune,9225526566,49,18.5506,73.94342
356,"Niramay Hospital, Chinchwad",Maharastra,Pune,27607777,26,,
357,"NRS Hopsital, Wakad",Maharastra,Pune,9881331333,24,,
358,"Nrusinnha Hospital, Dapodi",Maharastra,Pune,8446668877,15,,
359,"Ojas Hospital, Ravet",Maharastra,Pune,7385159540,90,,
360,"Om Hospital, Hutatma Chowk, Bhosari",Maharastra,Pune,8888825600,42,,
361,"Omkar Khalane Hospital, Rahatani",Maharastra,Pune,9921190078,17,,
362,"Omkar MS Hospital, Bijlinagar",Maharastra,Pune,9096089725,15,18.5506,73.94342
363,"Onkar Hospital, Pimple Gurav",Maharastra,Pune,9119571968,20,18.5506,73.94342
364,"Onyx Hospital, Chinchwad",Maharastra,Pune,8087374414,26,18.5506,73.94342
365,"Orchid Hospital, Thergaon",Maharastra,Pune,9096089725,20,18.5506,73.94342
366,"Oxycare Hospital, Walhekarwadi",Maharastra,Pune,9284433625,37,18.5506,73.94342
367,Oxycare Multispeciality Hospital Kalewadi,Maharastra,Pune,8408000020,12,18.6093,73.78192
368,"Padmaja Hospital, Chinchwad",Maharastra,Pune,9145045045,40,18.5506,73.94342
369,"Pan Ortho Hospital, Nigdi",Maharastra,Pune,9112248067,40,18.5506,73.94342
370,"Pataskar Nursing Home, Bhosari",Maharastra,Pune,9422033778,20,18.75176,73.41123
371,"Phoenix Hospital, Thergaon",Maharastra,Pune,9225526566,70,18.5506,73.94342
372,"Pooja Hospital, Bhosari",Maharastra,Pune,9011097102,19,,
373,"Pritam Hospital, Bhosari",Maharastra,Pune,9766588135,21,,
374,"Pulse MS Hospital, Tathawade",Maharastra,Pune,8805991414,30,,
375,"Pune International Burns & Cosmetic Center, Bhosari",Maharastra,Pune,9822094249,13,,
376,"Rahane Hospital, Charholi Budruk",Maharastra,Pune,7588093056,25,,
377,"Rainbow Hospital, Kalewadi",Maharastra,Pune,9511223623,25,,
378,"Rainbow Multispeciality Hosp, Krushna Nagar, Chinchwad",Maharastra,Pune,9545438058,16,,
379,"Rode Hospital, Dighi",Maharastra,Pune,9850227365,10,,
380,Ruby Ailcare Services Pvt. Ltd,Maharastra,Pune,9130813823,8,,
381,"Sabale Superspeciality Hosp, Bhosari",Maharastra,Pune,9822004630,28,,
382,"Sai Criticare, Kiwale",Maharastra,Pune,8805986199,40,,
383,"Sai Speciality Hospital, Chikhali",Maharastra,Pune,9226093506,30,,
384,"Saidham Multispeciality Hospital, Bhosari",Maharastra,Pune,9922661831,15,,
385,"Saileela Hospital, Pimpale Gurav",Maharastra,Pune,9730651565,13,,
386,"Saksham Hospital, Thergaon",Maharastra,Pune,9970254593,20,18.5506,73.94342
387,"Sanjeevani Hospital, Chikhali",Maharastra,Pune,8149091707,15,18.5506,73.94342
388,"Sant Tukaram Multispeciality Shivkrupa Hosp, Chikhali",Maharastra,Pune,9822737476,17,18.50535,73.84113
389,"Sarvadnya Multispeciality Hospital, Moshi",Maharastra,Pune,7218646464,12,18.5506,73.94342
390,"Sevadharam Hospital, Moshi",Maharastra,Pune,9822022868,40,18.5506,73.94342
391,"Shende Hospital, Pimple Saudagar",Maharastra,Pune,9822246881,15,18.5506,73.94342
392,"Shree Anand Memorial Hospital, Thegaon",Maharastra,Pune,9309125521,50,18.5506,73.94342
393,"Shree Gajanan Hospital, Bhosari",Maharastra,Pune,7887884983,28,18.5506,73.94342
394,"Shree Hospital, Sangvi",Maharastra,Pune,9322365446,20,18.5506,73.94342
395,"Shree Krupa Multispeciality Hospital, Kalewadi",Maharastra,Pune,9860492631,5,18.5506,73.94342
396,Shree Mangalmurti Hospital Rahatani,Maharastra,Pune,7769096297,8,,
397,Shree Multispeciality Hospital and ICU Moshi,Maharastra,Pune,9881558230,28,,
398,"Shree Multispeciality Hospital, Bhosari",Maharastra,Pune,8983326820,24,,
399,"Shri Nageshwar Surgical and General Hospital, Moshi",Maharastra,Pune,9172242754,17,,
400,"Shri Sai Seva Hospital, Sant Tuakram Nagar",Maharastra,Pune,9561363382,18,,
401,"Shri Samarth Krupa Health Center, Wakad",Maharastra,Pune,7798886059,18,,
402,"Shri Samarth MS Hospital, Pimple Gurav",Maharastra,Pune,9960783902,17,,
403,Siddhi Hospital Dighi,Maharastra,Pune,7722030304,24,,
404,Snehbandh Multispeciality Hospital,Maharastra,Pune,9850035471,21,,
405,"Sonali Memorial Hospital,Dange Chouk",Maharastra,Pune,7020500448,39,,
406,"Spandan Hopsital, Thergaon",Maharastra,Pune,8850121797,30,,
407,"Star Hospital, Akurdi",Maharastra,Pune,9822122888,110,,
408,Star Speciality Hospital. Moshi,Maharastra,Pune,7020260819,20,,
409,"Sterling Multispeciality Hospital, Akurdi",Maharastra,Pune,9850933512,110,,
410,Sunil Wankhede Multispeciality Hospital,Maharastra,Pune,9112210227,20,,
411,"Surya Hospital, Krishna Nagar",Maharastra,Pune,9922926844,31,18.5506,73.94342
412,"Tambekar Hospital, Chikhali",Maharastra,Pune,7709123192,15,,
413,"Triveni Hospital, Walhekarwadi",Maharastra,Pune,9921880101,15,18.5506,73.94342
414,"Unity Hospital, Dudulgaon",Maharastra,Pune,8668872330,25,18.5506,73.94342
415,"Varad Hospital & Critical Care, Kiwale",Maharastra,Pune,9960086699,20,18.5506,73.94342
416,"Vatsalya Children Hosp, Dange Chowk",Maharastra,Pune,8975768407,40,18.45702,73.82445
417,"Vedant Hospital, MIDC Chinchwad",Maharastra,Pune,7720005912,44,18.5506,73.94342
418,"Vighnaharta Hospital,Rahatani",Maharastra,Pune,8668575601,25,18.5506,73.94342
419,"Vital Multispeciality Hospital, Pimpri",Maharastra,Pune,2027438888,47,18.5506,73.94342
420,"Vivekanand Hospital, Bhosari",Maharastra,Pune,8956355554,21,18.5506,73.94342
421,District Hospital Aundh Pune,Maharastra,Pune,02029517760,58,18.5506,73.94342
422,"Alandi Hospital, Alandi",Maharastra,Pune,9527042828,10,,
423,Rh Alandi,Maharastra,Pune,8007529199,24,,
424,RH Narayangaon,Maharastra,Pune,9561383251,15,,
425,RH Nhavara Shirur,Maharastra,Pune,9420840048,18,,
426,RH Shirur,Maharastra,Pune,9096165183,19,,
427,SDH Baramati,Maharastra,Pune,9689154522,50,,
428,SDH Bhor,Maharastra,Pune,8007992008,48,,
429,SDH Daund,Maharastra,Pune,8983451788,11,,
430,Matoshree Madanbhai Hospital Shirur,Maharastra,Pune,02138225599,0,,
431,MIMER Hospital,Maharastra,Pune,"8087099040, 02114308380, 02114308386",356,,
432,Shree ganesha multispeciality hospital,Maharastra,Pune,7387565123,21,,
433,Smt Kashibai Navale Medical College(Narhe),Maharastra,Pune,9822288512,13,,
434,"Vedant Hospital, Shirur, Pune",Maharastra,Pune,9860899858,48,,
435,"Adhar Hospital, Shingave Avasari Budruk Ambegaon",Maharastra,Pune,9975051000,17,,
436,"Adsul Hospital, Jejuri",Maharastra,Pune,98503 01000,0,,
437,"Arogyam Hospital, Chakan",Maharastra,Pune,9960760086,46,18.5506,73.94342
438,Bhakti Hospital Sanaswadi,Maharastra,Pune,9975709871,16,,
439,"Chintamani Hospital, Saswad",Maharastra,Pune,9422005819,50,,
440,"Dhande Hospital,Junnar",Maharastra,Pune,8080262001,19,18.5506,73.94342
441,DR Varpe Hospital Manchar Ambegaon,Maharastra,Pune,9960251560,9,19.13183,73.73181
442,Dr.Gujrati Hospital Manchar Ambegaon,Maharastra,Pune,9028595874,10,19.13183,73.73181
443,"Harjeevan Hospital, Bholawade, Bhor",Maharastra,Pune,"9022219098 ,9552414151",21,18.5506,73.94342
444,"Jaihind Hospital, Chakan",Maharastra,Pune,8605195775,46,18.5506,73.94342
445,"Jivanrekha Multispeciality Hospital, Dehuroad, Pune",Maharastra,Pune,7385159540,67,18.5506,73.94342
446,khaire hospital Narayangaon,Maharastra,Pune,9822331088,8,19.12029,73.97329
447,"Mahalaxmi Hospital,",Maharastra,Pune,9921829010`,9,18.5506,73.94342
448,Manchar City Hospital Manchar Ambegaon,Maharastra,Pune,7447430043,19,19.13183,73.73181
449,"Manisha Hospital, Junnar",Maharastra,Pune,7558585866,7,18.5506,73.94342
450,"Matoshree Hospital, Manchar ambegaon",Maharastra,Pune,"9284968321, 8208083738",20,,
451,Matruchhaya Hospital Shirur,Maharastra,Pune,9960922091,14,,
452,"PANSARE HOSPITAL,Daund",Maharastra,Pune,9860011625,21,,
453,Patil Hospital DCHC Choufula Daund,Maharastra,Pune,7083030675 8830497600,20,,
454,"Pulse Hospital, Narhe, Pune",Maharastra,Pune,7798838485,39,,
455,"Pushpalaxmi Hospital, Daund",Maharastra,Pune,9545019848,24,,
456,Pyramid Hospital Daund,Maharastra,Pune,9326444168,10,,
457,RH Kale Colony,Maharastra,Pune,9421000077,3,,
458,RH Saswad,Maharastra,Pune,9373943534,8,,
459,RH Vadgaon Maval,Maharastra,Pune,9421008333,3,,
460,"Saikrupa Hospital, Chakan",Maharastra,Pune,9107077566,0,,
461,Sanjeevani Chest and General Hospital,Maharastra,Pune,9665914363,15,,
462,"sanjivani hospital, manchar Ambegaon",Maharastra,Pune,8624033223,17,,
463,Shraddha Hospital & ICU Daund,Maharastra,Pune,9049072555,25,,
464,Shree Hospital Shirur,Maharastra,Pune,9096729839,10,,
465,"Shree Hospital, Shikrapur",Maharastra,Pune,8308838989,14,,
466,"Shree Hospital, Varale, Maval",Maharastra,Pune,9970784634,21,,
467,Shree Shivraj Nursing Home Baramati,Maharastra,Pune,9890725827 9921725827,11,,
468,Shreenath Hospital wadki,Maharastra,Pune,8888842195,11,,
469,"Shri Vinayak Hospital,Manchar ambegaon",Maharastra,Pune,9850125517,5,,
470,SIDDHIVINAYAK HOSPITAL NARHE,Maharastra,Pune,7020086597,6,,
471,"Sparsh Hospital, somatane phata",Maharastra,Pune,9579894848,62,,
472,"Surya Multispeciality Hospital, Chakan",Maharastra,Pune,96377 39778,31,,
473,Talawade hospital,Maharastra,Pune,8788740927,15,,
474,"Tulja Bhavani Hospital, Junnar",Maharastra,Pune,"9881435523, 9766990820",14,18.5506,73.94342
475,Varadvinayak Multi Speciality Hospital Mandavgan Pharata,Maharastra,Pune,9226361672,24,18.5506,73.94342
476,Vighnaharta Hospital Narhe,Maharastra,Pune,8975134242,33,18.45959,73.81282
477,Yogeshwari Hospital,Maharastra,Pune,9226837010,48,18.5506,73.94342
478,RH Nimgaon Ketki,Maharastra,Pune,9657002025,15,18.07695,74.89257
479,RH Rui,Maharastra,Pune,9890510426,16,,
480,RH Velhe,Maharastra,Pune,8624953002,30,18.26633,73.81555
481,SDH Manchar Ambegaon,Maharastra,Pune,02133 223152,99,19.13183,73.73181
482,Trauma Care Center Bhigawan,Maharastra,Pune,9822494507,70,18.49522,73.85115
483,"ZP Covid Hospital, Hinjewadi, Pune",Maharastra,Pune,9867796743,111,,
484,CCC Velha ITI Kondhawale,Maharastra,Pune,9423802095,50,,
485,"Covid Care Center Tolani, Indori Hospital",Maharastra,Pune,8149149390,123,,
486,Covid Care Centre Talegaon Dabhade,Maharastra,Pune,7709299066,59,,
487,Vishwaraj Hospital,Maharastra,Pune,9405854467,119,,
488,"Baramati Hospital, Baramati",Maharastra,Pune,7249130009 9422011360,59,,
489,"Siddhivinayak Hospital, Nasrapur",Maharastra,Pune,9623331574,15,,
490,Aadhar Multispecialty Hospital,Maharastra,Pune,7038277196,40,,
491,"Amrut Hospital and Research Center, Alandi",Maharastra,Pune,9822634464 9657708625,20,,
492,"Anandi Jumbo Covid Care Center, Khalad",Maharastra,Pune,8847710966,150,,
493,"Apple Hospital Bhugaon, Tal. Mulshi",Maharastra,Pune,9775074911,0,,
494,Arogya Criticare Hospital Baramati,Maharastra,Pune,9623649936,18,,
495,"Atharva Hospital, Talegaon",Maharastra,Pune,7385735137,68,,
496,Bade Hospital Kamshet,Maharastra,Pune,9822351796,49,,
497,Bhagyajay Hospital Baramati,Maharastra,Pune,9822450414,0,,
498,Bhimashankar Ayurvedic Hospital Research Centre Ambegaon,Maharastra,Pune,9890276968,99,,
499,CARE HOSPITAL WAGHOLI,Maharastra,Pune,8007771999,44,,
500,Chiatanya Hospital Koregaon Bhima Shirur,Maharastra,Pune,7507077608 9969595757 7709442323,13,,
501,"Chintamani Hospital, Koregaon",Maharastra,Pune,9834975542,40,,
502,"Core Hospital, Khed",Maharastra,Pune,9011696911,0,,
503,Deokate Hospital Baramati,Maharastra,Pune,9049374040,15,,
504,Dhakne Hospital Talegaon Dabhade,Maharastra,Pune,9822373869,33,,
505,DHANVANTARI HOSPITAL SASWAD,Maharastra,Pune,9860383840,15,,
506,Gawade Hospital Baramati,Maharastra,Pune,9860017620,50,,
507,Giridhar Hospital & Maternity Home,Maharastra,Pune,9423580971,12,,
508,"Giriraj Hospital, Baramati",Maharastra,Pune,02112223426,19,,
509,Gorad Hospital Baramati,Maharastra,Pune,9096044482,16,,
510,I MAX HOSPITAL WAGHOLI,Maharastra,Pune,9822247627,84,,
511,Jagannath Hospital Baramati,Maharastra,Pune,9860885508,19,18.15493,74.57628
512,JANHITARTH MULTISPECIALITY HOSPITAL,Maharastra,Pune,7719028121,15,18.5506,73.94342
513,"K K Multispeciality Hospital, Alandi",Maharastra,Pune,9890364104,12,18.5506,73.94342
514,Kamshet Hospital,Maharastra,Pune,7517231333,2,18.5506,73.94342
515,Khomane Hospital Baramati,Maharastra,Pune,9665791529,15,18.15493,74.57628
516,Krushnadeep Hospital Kamshet,Maharastra,Pune,9881824081,8,18.5506,73.94342
517,"Langhe Hospital, Shikrapur",Maharastra,Pune,9975056908 9975601969,43,18.5506,73.94342
518,LifeLine Hospital Baramati,Maharastra,Pune,9822255076,24,18.15493,74.57628
519,LIFELINE HOSPITAL WAGHOLI,Maharastra,Pune,9923337166,30,18.5506,73.94342
520,Londhe Hospital Baramati,Maharastra,Pune,9822047714,16,18.15493,74.57628
521,"Lotus Multispeciality Hospital, Manjari, Haveli",Maharastra,Pune,9860085057,25,18.5506,73.94342
522,Mahavir Hospital Kamshet,Maharastra,Pune,"9096355765 ,9822403422",34,,
523,"Mahesh Memorial Hospital, Alephata Junnar",Maharastra,Pune,9552304597,11,,
524,MAHESH SMRUTI Multi Specialty HOSPITAL SHEWALWADI,Maharastra,Pune,9021028646,36,,
525,Matoshri Hospital Vadgaon,Maharastra,Pune,"8080281805 ,9175028119",23,,
526,"Mauli Hospital Pabal ,Shikrapur",Maharastra,Pune,7741889633,6,,
527,Maulinath Hospital Shikrapur,Maharastra,Pune,7448286286 7038286286,36,,
528,Maxcare Hospital Narayangaon,Maharastra,Pune,9890886361,29,,
529,Medi Square Hospital Perne,Maharastra,Pune,7875982194,25,,
530,"Medwin Cares Hospital, Narhe, Haveli",Maharastra,Pune,9561741141,15,,
531,Mehata Hospital Baramati,Maharastra,Pune,9890265918,2,,
532,"Millenium Hospital Hinjawadi, Tal. Mulshi",Maharastra,Pune,9890662389,22,,
533,"Morya Hospital, Ubalenagar, Wagholi",Maharastra,Pune,7588831919,42,,
534,"Mulshi Speciality Hospital,",Maharastra,Pune,8825190657,35,,
535,"Nilkanth Hospital, Indapur",Maharastra,Pune,9730698447,7,,
536,NIXI ICU & ACCIDENT HOSPITAL,Maharastra,Pune,7387039191,25,,
537,"Om Chaitanya Hospital, Alephata, junnar",Maharastra,Pune,9422143011 9975513434,59,,
538,Om Hospital somatane phata,Maharastra,Pune,9371333533,26,,
539,"OM HOSPITAL, Pragaon Shingave,Ambegaon",Maharastra,Pune,9175826903 / 9975593724,10,,
540,Onkar Hospital Baramati,Maharastra,Pune,9822459390,12,,
541,"Pawana Hospital, somatane phata",Maharastra,Pune,"9673984212 ,9028009048",81,,
542,PAWAR HOSPITAL CHAKAN,Maharastra,Pune,9004869494,45,,
543,Pawar Hospital Baramati,Maharastra,Pune,8889831973,2,,
544,Phoenix Multispeciality Hospital Wagholi Pune,Maharastra,Pune,9594206018,24,,
545,"Pioneer Hospital, Somatane, Maval",Maharastra,Pune,7709328158,24,,
546,Rakshak Hospital Shikrapur,Maharastra,Pune,7888290225,0,,
547,RH Chandoli,Maharastra,Pune,7887375649,31,,
548,Sanchit Hospital Baramati,Maharastra,Pune,9970522389,22,,
549,"Sanjeevan Hospital, Chakan",Maharastra,Pune,9881289977,0,,
550,Sanjeevani Hospital Kamshet,Maharastra,Pune,9769447714,16,,
551,"Sanjivani Hospital,Lonavala",Maharastra,Pune,9923520254,21,,
552,SANKALP HOSPITAL SHIRUR,Maharastra,Pune,8421385555,20,18.82659,74.37253
553,"Sant Sopandev Hospital, saswad",Maharastra,Pune,9850033971,38,18.49765,73.89528
554,SAYALI NURSING HOME KONDWE DHAWADE,Maharastra,Pune,9822936400,15,18.75176,73.41123
555,SDH Indapur,Maharastra,Pune,9822494507,87,18.11708,75.02633
556,Shantabai Deshpande Hospital Baramati,Maharastra,Pune,9225500902,46,18.15493,74.57628
557,SHANTI HOSPITAL SANASWADI SHIRUR,Maharastra,Pune,9822247636,6,18.67182,74.10207
558,"Shatayu Hospital Hinjawadi, Tal. Mulshi",Maharastra,Pune,7387008658,0,18.57868,73.68747
559,Shivnandan Hospital Baramati,Maharastra,Pune,8308385181 / 7972153463,36,18.15493,74.57628
560,"Shivneri Hospital, Junnar",Maharastra,Pune,99600 37604,9,18.5506,73.94342
561,Shree Chaitanya hospital Baramati,Maharastra,Pune,8805418100,22,18.15493,74.57628
562,"Shree Ganesha Hospital, Shirur",Maharastra,Pune,9873533278 9764292508,0,18.5506,73.94342
563,Shree Hospital (Shikrapur),Maharastra,Pune,8308838989,15,,
564,Shree Hospital Baramati,Maharastra,Pune,7038119200,28,,
565,"Shree Nilkantheshwar ICU & Multispeciality Hospital, Indpaur",Maharastra,Pune,9503866115,0,,
